Date,Close,Close(t-1),Close(t-2),Close(t-3),Close(t-4),Close(t-5),Close(t-6),Close(t-7)
2005-05-09,1.732,1.726,1.698,1.698,1.6605,1.655,1.618,1.626
2005-05-10,1.7115,1.732,1.726,1.698,1.698,1.6605,1.655,1.618
2005-05-11,1.691,1.7115,1.732,1.726,1.698,1.698,1.6605,1.655
2005-05-12,1.6925,1.691,1.7115,1.732,1.726,1.698,1.698,1.6605
2005-05-13,1.695,1.6925,1.691,1.7115,1.732,1.726,1.698,1.698
2005-05-16,1.727,1.695,1.6925,1.691,1.7115,1.732,1.726,1.698
2005-05-17,1.7365,1.727,1.695,1.6925,1.691,1.7115,1.732,1.726
2005-05-18,1.7665,1.7365,1.727,1.695,1.6925,1.691,1.7115,1.732
2005-05-19,1.7795,1.7665,1.7365,1.727,1.695,1.6925,1.691,1.7115
2005-05-20,1.775,1.7795,1.7665,1.7365,1.727,1.695,1.6925,1.691
2005-05-23,1.784,1.775,1.7795,1.7665,1.7365,1.727,1.695,1.6925
2005-05-24,1.777,1.784,1.775,1.7795,1.7665,1.7365,1.727,1.695
2005-05-25,1.7625,1.777,1.784,1.775,1.7795,1.7665,1.7365,1.727
2005-05-26,1.7725,1.7625,1.777,1.784,1.775,1.7795,1.7665,1.7365
2005-05-27,1.775,1.7725,1.7625,1.777,1.784,1.775,1.7795,1.7665
2005-05-31,1.7755,1.775,1.7725,1.7625,1.777,1.784,1.775,1.7795
2005-06-01,1.825,1.7755,1.775,1.7725,1.7625,1.777,1.784,1.775
2005-06-02,1.8205,1.825,1.7755,1.775,1.7725,1.7625,1.777,1.784
2005-06-03,1.7795,1.8205,1.825,1.7755,1.775,1.7725,1.7625,1.777
2005-06-06,1.7885,1.7795,1.8205,1.825,1.7755,1.775,1.7725,1.7625
2005-06-07,1.7675,1.7885,1.7795,1.8205,1.825,1.7755,1.775,1.7725
2005-06-08,1.7415,1.7675,1.7885,1.7795,1.8205,1.825,1.7755,1.775
2005-06-09,1.76,1.7415,1.7675,1.7885,1.7795,1.8205,1.825,1.7755
2005-06-10,1.7475,1.76,1.7415,1.7675,1.7885,1.7795,1.8205,1.825
2005-06-13,1.7435,1.7475,1.76,1.7415,1.7675,1.7885,1.7795,1.8205
2005-06-14,1.752,1.7435,1.7475,1.76,1.7415,1.7675,1.7885,1.7795
2005-06-15,1.762,1.752,1.7435,1.7475,1.76,1.7415,1.7675,1.7885
2005-06-16,1.779,1.762,1.752,1.7435,1.7475,1.76,1.7415,1.7675
2005-06-17,1.7655,1.779,1.762,1.752,1.7435,1.7475,1.76,1.7415
2005-06-20,1.7845,1.7655,1.779,1.762,1.752,1.7435,1.7475,1.76
2005-06-21,1.769,1.7845,1.7655,1.779,1.762,1.752,1.7435,1.7475
2005-06-22,1.761,1.769,1.7845,1.7655,1.779,1.762,1.752,1.7435
2005-06-23,1.7715,1.761,1.769,1.7845,1.7655,1.779,1.762,1.752
2005-06-24,1.751,1.7715,1.761,1.769,1.7845,1.7655,1.779,1.762
2005-06-27,1.725,1.751,1.7715,1.761,1.769,1.7845,1.7655,1.779
2005-06-28,1.6855,1.725,1.751,1.7715,1.761,1.769,1.7845,1.7655
2005-06-29,1.6675,1.6855,1.725,1.751,1.7715,1.761,1.769,1.7845
2005-06-30,1.6545,1.6675,1.6855,1.725,1.751,1.7715,1.761,1.769
2005-07-01,1.6455,1.6545,1.6675,1.6855,1.725,1.751,1.7715,1.761
2005-07-05,1.704,1.6455,1.6545,1.6675,1.6855,1.725,1.751,1.7715
2005-07-06,1.703,1.704,1.6455,1.6545,1.6675,1.6855,1.725,1.751
2005-07-07,1.698,1.703,1.704,1.6455,1.6545,1.6675,1.6855,1.725
2005-07-08,1.737,1.698,1.703,1.704,1.6455,1.6545,1.6675,1.6855
2005-07-11,1.7795,1.737,1.698,1.703,1.704,1.6455,1.6545,1.6675
2005-07-12,1.8155,1.7795,1.737,1.698,1.703,1.704,1.6455,1.6545
2005-07-13,1.8255,1.8155,1.7795,1.737,1.698,1.703,1.704,1.6455
2005-07-14,1.8595,1.8255,1.8155,1.7795,1.737,1.698,1.703,1.704
2005-07-15,1.8575,1.8595,1.8255,1.8155,1.7795,1.737,1.698,1.703
2005-07-18,1.8595,1.8575,1.8595,1.8255,1.8155,1.7795,1.737,1.698
2005-07-19,1.9085,1.8595,1.8575,1.8595,1.8255,1.8155,1.7795,1.737
2005-07-20,1.9085,1.9085,1.8595,1.8575,1.8595,1.8255,1.8155,1.7795
2005-07-21,1.8975,1.9085,1.9085,1.8595,1.8575,1.8595,1.8255,1.8155
2005-07-22,1.8975,1.8975,1.9085,1.9085,1.8595,1.8575,1.8595,1.8255
2005-07-25,1.8975,1.8975,1.8975,1.9085,1.9085,1.8595,1.8575,1.8595
2005-07-26,1.887,1.8975,1.8975,1.8975,1.9085,1.9085,1.8595,1.8575
2005-07-27,2.1825,1.887,1.8975,1.8975,1.8975,1.9085,1.9085,1.8595
2005-07-28,2.284,2.1825,1.887,1.8975,1.8975,1.8975,1.9085,1.9085
2005-07-29,2.2575,2.284,2.1825,1.887,1.8975,1.8975,1.8975,1.9085
2005-08-01,2.2465,2.2575,2.284,2.1825,1.887,1.8975,1.8975,1.8975
2005-08-02,2.3255,2.2465,2.2575,2.284,2.1825,1.887,1.8975,1.8975
2005-08-03,2.3055,2.3255,2.2465,2.2575,2.284,2.1825,1.887,1.8975
2005-08-04,2.273,2.3055,2.3255,2.2465,2.2575,2.284,2.1825,1.887
2005-08-05,2.2635,2.273,2.3055,2.3255,2.2465,2.2575,2.284,2.1825
2005-08-08,2.283,2.2635,2.273,2.3055,2.3255,2.2465,2.2575,2.284
2005-08-09,2.2965,2.283,2.2635,2.273,2.3055,2.3255,2.2465,2.2575
2005-08-10,2.238,2.2965,2.283,2.2635,2.273,2.3055,2.3255,2.2465
2005-08-11,2.2605,2.238,2.2965,2.283,2.2635,2.273,2.3055,2.3255
2005-08-12,2.21,2.2605,2.238,2.2965,2.283,2.2635,2.273,2.3055
2005-08-15,2.252,2.21,2.2605,2.238,2.2965,2.283,2.2635,2.273
2005-08-16,2.2135,2.252,2.21,2.2605,2.238,2.2965,2.283,2.2635
2005-08-17,2.206,2.2135,2.252,2.21,2.2605,2.238,2.2965,2.283
2005-08-18,2.1865,2.206,2.2135,2.252,2.21,2.2605,2.238,2.2965
2005-08-19,2.186,2.1865,2.206,2.2135,2.252,2.21,2.2605,2.238
2005-08-22,2.1885,2.186,2.1865,2.206,2.2135,2.252,2.21,2.2605
2005-08-23,2.171,2.1885,2.186,2.1865,2.206,2.2135,2.252,2.21
2005-08-24,2.1185,2.171,2.1885,2.186,2.1865,2.206,2.2135,2.252
2005-08-25,2.1155,2.1185,2.171,2.1885,2.186,2.1865,2.206,2.2135
2005-08-26,2.1185,2.1155,2.1185,2.171,2.1885,2.186,2.1865,2.206
2005-08-29,2.1395,2.1185,2.1155,2.1185,2.171,2.1885,2.186,2.1865
2005-08-30,2.1245,2.1395,2.1185,2.1155,2.1185,2.171,2.1885,2.186
2005-08-31,2.135,2.1245,2.1395,2.1185,2.1155,2.1185,2.171,2.1885
2005-09-01,2.092,2.135,2.1245,2.1395,2.1185,2.1155,2.1185,2.171
2005-09-02,2.0755,2.092,2.135,2.1245,2.1395,2.1185,2.1155,2.1185
2005-09-06,2.181,2.0755,2.092,2.135,2.1245,2.1395,2.1185,2.1155
2005-09-07,2.1865,2.181,2.0755,2.092,2.135,2.1245,2.1395,2.1185
2005-09-08,2.148,2.1865,2.181,2.0755,2.092,2.135,2.1245,2.1395
2005-09-09,2.1475,2.148,2.1865,2.181,2.0755,2.092,2.135,2.1245
2005-09-12,2.225,2.1475,2.148,2.1865,2.181,2.0755,2.092,2.135
2005-09-13,2.1965,2.225,2.1475,2.148,2.1865,2.181,2.0755,2.092
2005-09-14,2.155,2.1965,2.225,2.1475,2.148,2.1865,2.181,2.0755
2005-09-15,2.1355,2.155,2.1965,2.225,2.1475,2.148,2.1865,2.181
2005-09-16,2.14,2.1355,2.155,2.1965,2.225,2.1475,2.148,2.1865
2005-09-19,2.1375,2.14,2.1355,2.155,2.1965,2.225,2.1475,2.148
2005-09-20,2.0935,2.1375,2.14,2.1355,2.155,2.1965,2.225,2.1475
2005-09-21,2.0625,2.0935,2.1375,2.14,2.1355,2.155,2.1965,2.225
2005-09-22,2.104,2.0625,2.0935,2.1375,2.14,2.1355,2.155,2.1965
2005-09-23,2.1095,2.104,2.0625,2.0935,2.1375,2.14,2.1355,2.155
2005-09-26,2.167,2.1095,2.104,2.0625,2.0935,2.1375,2.14,2.1355
2005-09-27,2.158,2.167,2.1095,2.104,2.0625,2.0935,2.1375,2.14
2005-09-28,2.1685,2.158,2.167,2.1095,2.104,2.0625,2.0935,2.1375
2005-09-29,2.2395,2.1685,2.158,2.167,2.1095,2.104,2.0625,2.0935
2005-09-30,2.265,2.2395,2.1685,2.158,2.167,2.1095,2.104,2.0625
2005-10-03,2.3005,2.265,2.2395,2.1685,2.158,2.167,2.1095,2.104
2005-10-04,2.2465,2.3005,2.265,2.2395,2.1685,2.158,2.167,2.1095
2005-10-05,2.2245,2.2465,2.3005,2.265,2.2395,2.1685,2.158,2.167
2005-10-06,2.2005,2.2245,2.2465,2.3005,2.265,2.2395,2.1685,2.158
2005-10-07,2.186,2.2005,2.2245,2.2465,2.3005,2.265,2.2395,2.1685
2005-10-10,2.188,2.186,2.2005,2.2245,2.2465,2.3005,2.265,2.2395
2005-10-11,2.17,2.188,2.186,2.2005,2.2245,2.2465,2.3005,2.265
2005-10-12,2.1275,2.17,2.188,2.186,2.2005,2.2245,2.2465,2.3005
2005-10-13,2.131,2.1275,2.17,2.188,2.186,2.2005,2.2245,2.2465
2005-10-14,2.1895,2.131,2.1275,2.17,2.188,2.186,2.2005,2.2245
2005-10-17,2.251,2.1895,2.131,2.1275,2.17,2.188,2.186,2.2005
2005-10-18,2.2325,2.251,2.1895,2.131,2.1275,2.17,2.188,2.186
2005-10-19,2.293,2.2325,2.251,2.1895,2.131,2.1275,2.17,2.188
2005-10-20,2.2505,2.293,2.2325,2.251,2.1895,2.131,2.1275,2.17
2005-10-21,2.2975,2.2505,2.293,2.2325,2.251,2.1895,2.131,2.1275
2005-10-24,2.3465,2.2975,2.2505,2.293,2.2325,2.251,2.1895,2.131
2005-10-25,2.3085,2.3465,2.2975,2.2505,2.293,2.2325,2.251,2.1895
2005-10-26,1.9875,2.3085,2.3465,2.2975,2.2505,2.293,2.2325,2.251
2005-10-27,1.953,1.9875,2.3085,2.3465,2.2975,2.2505,2.293,2.2325
2005-10-28,1.9475,1.953,1.9875,2.3085,2.3465,2.2975,2.2505,2.293
2005-10-31,1.993,1.9475,1.953,1.9875,2.3085,2.3465,2.2975,2.2505
2005-11-01,2.0185,1.993,1.9475,1.953,1.9875,2.3085,2.3465,2.2975
2005-11-02,2.0375,2.0185,1.993,1.9475,1.953,1.9875,2.3085,2.3465
2005-11-03,2.078,2.0375,2.0185,1.993,1.9475,1.953,1.9875,2.3085
2005-11-04,2.0545,2.078,2.0375,2.0185,1.993,1.9475,1.953,1.9875
2005-11-07,2.0695,2.0545,2.078,2.0375,2.0185,1.993,1.9475,1.953
2005-11-08,2.0975,2.0695,2.0545,2.078,2.0375,2.0185,1.993,1.9475
2005-11-09,2.07,2.0975,2.0695,2.0545,2.078,2.0375,2.0185,1.993
2005-11-10,2.109,2.07,2.0975,2.0695,2.0545,2.078,2.0375,2.0185
2005-11-11,2.134,2.109,2.07,2.0975,2.0695,2.0545,2.078,2.0375
2005-11-14,2.1265,2.134,2.109,2.07,2.0975,2.0695,2.0545,2.078
2005-11-15,2.2225,2.1265,2.134,2.109,2.07,2.0975,2.0695,2.0545
2005-11-16,2.265,2.2225,2.1265,2.134,2.109,2.07,2.0975,2.0695
2005-11-17,2.337,2.265,2.2225,2.1265,2.134,2.109,2.07,2.0975
2005-11-18,2.399,2.337,2.265,2.2225,2.1265,2.134,2.109,2.07
2005-11-21,2.3995,2.399,2.337,2.265,2.2225,2.1265,2.134,2.109
2005-11-22,2.4425,2.3995,2.399,2.337,2.265,2.2225,2.1265,2.134
2005-11-23,2.412,2.4425,2.3995,2.399,2.337,2.265,2.2225,2.1265
2005-11-25,2.403,2.412,2.4425,2.3995,2.399,2.337,2.265,2.2225
2005-11-28,2.4175,2.403,2.412,2.4425,2.3995,2.399,2.337,2.265
2005-11-29,2.4275,2.4175,2.403,2.412,2.4425,2.3995,2.399,2.337
2005-11-30,2.423,2.4275,2.4175,2.403,2.412,2.4425,2.3995,2.399
2005-12-01,2.45,2.423,2.4275,2.4175,2.403,2.412,2.4425,2.3995
2005-12-02,2.453,2.45,2.423,2.4275,2.4175,2.403,2.412,2.4425
2005-12-05,2.4415,2.453,2.45,2.423,2.4275,2.4175,2.403,2.412
2005-12-06,2.463,2.4415,2.453,2.45,2.423,2.4275,2.4175,2.403
2005-12-07,2.4415,2.463,2.4415,2.453,2.45,2.423,2.4275,2.4175
2005-12-08,2.4175,2.4415,2.463,2.4415,2.453,2.45,2.423,2.4275
2005-12-09,2.437,2.4175,2.4415,2.463,2.4415,2.453,2.45,2.423
2005-12-12,2.4535,2.437,2.4175,2.4415,2.463,2.4415,2.453,2.45
2005-12-13,2.475,2.4535,2.437,2.4175,2.4415,2.463,2.4415,2.453
2005-12-14,2.4705,2.475,2.4535,2.437,2.4175,2.4415,2.463,2.4415
2005-12-15,2.474,2.4705,2.475,2.4535,2.437,2.4175,2.4415,2.463
2005-12-16,2.4605,2.474,2.4705,2.475,2.4535,2.437,2.4175,2.4415
2005-12-19,2.4185,2.4605,2.474,2.4705,2.475,2.4535,2.437,2.4175
2005-12-20,2.407,2.4185,2.4605,2.474,2.4705,2.475,2.4535,2.437
2005-12-21,2.4485,2.407,2.4185,2.4605,2.474,2.4705,2.475,2.4535
2005-12-22,2.461,2.4485,2.407,2.4185,2.4605,2.474,2.4705,2.475
2005-12-23,2.461,2.461,2.4485,2.407,2.4185,2.4605,2.474,2.4705
2005-12-27,2.428,2.461,2.461,2.4485,2.407,2.4185,2.4605,2.474
2005-12-28,2.403,2.428,2.461,2.461,2.4485,2.407,2.4185,2.4605
2005-12-29,2.3995,2.403,2.428,2.461,2.461,2.4485,2.407,2.4185
2005-12-30,2.3575,2.3995,2.403,2.428,2.461,2.461,2.4485,2.407
2006-01-03,2.379,2.3575,2.3995,2.403,2.428,2.461,2.461,2.4485
2006-01-04,2.3625,2.379,2.3575,2.3995,2.403,2.428,2.461,2.461
2006-01-05,2.3825,2.3625,2.379,2.3575,2.3995,2.403,2.428,2.461
2006-01-06,2.3935,2.3825,2.3625,2.379,2.3575,2.3995,2.403,2.428
2006-01-09,2.354,2.3935,2.3825,2.3625,2.379,2.3575,2.3995,2.403
2006-01-10,2.2825,2.354,2.3935,2.3825,2.3625,2.379,2.3575,2.3995
2006-01-11,2.2465,2.2825,2.354,2.3935,2.3825,2.3625,2.379,2.3575
2006-01-12,2.218,2.2465,2.2825,2.354,2.3935,2.3825,2.3625,2.379
2006-01-13,2.22,2.218,2.2465,2.2825,2.354,2.3935,2.3825,2.3625
2006-01-17,2.2,2.22,2.218,2.2465,2.2825,2.354,2.3935,2.3825
2006-01-18,2.216,2.2,2.22,2.218,2.2465,2.2825,2.354,2.3935
2006-01-19,2.2225,2.216,2.2,2.22,2.218,2.2465,2.2825,2.354
2006-01-20,2.196,2.2225,2.216,2.2,2.22,2.218,2.2465,2.2825
2006-01-23,2.1865,2.196,2.2225,2.216,2.2,2.22,2.218,2.2465
2006-01-24,2.201,2.1865,2.196,2.2225,2.216,2.2,2.22,2.218
2006-01-25,2.18,2.201,2.1865,2.196,2.2225,2.216,2.2,2.22
2006-01-26,2.234,2.18,2.201,2.1865,2.196,2.2225,2.216,2.2
2006-01-27,2.261,2.234,2.18,2.201,2.1865,2.196,2.2225,2.216
2006-01-30,2.248,2.261,2.234,2.18,2.201,2.1865,2.196,2.2225
2006-01-31,2.241,2.248,2.261,2.234,2.18,2.201,2.1865,2.196
2006-02-01,2.199,2.241,2.248,2.261,2.234,2.18,2.201,2.1865
2006-02-02,2.137,2.199,2.241,2.248,2.261,2.234,2.18,2.201
2006-02-03,1.9165,2.137,2.199,2.241,2.248,2.261,2.234,2.18
2006-02-06,1.8975,1.9165,2.137,2.199,2.241,2.248,2.261,2.234
2006-02-07,1.876,1.8975,1.9165,2.137,2.199,2.241,2.248,2.261
2006-02-08,1.9085,1.876,1.8975,1.9165,2.137,2.199,2.241,2.248
2006-02-09,1.8995,1.9085,1.876,1.8975,1.9165,2.137,2.199,2.241
2006-02-10,1.926,1.8995,1.9085,1.876,1.8975,1.9165,2.137,2.199
2006-02-13,1.893,1.926,1.8995,1.9085,1.876,1.8975,1.9165,2.137
2006-02-14,1.9125,1.893,1.926,1.8995,1.9085,1.876,1.8975,1.9165
2006-02-15,1.963,1.9125,1.893,1.926,1.8995,1.9085,1.876,1.8975
2006-02-16,1.9575,1.963,1.9125,1.893,1.926,1.8995,1.9085,1.876
2006-02-17,1.9595,1.9575,1.963,1.9125,1.893,1.926,1.8995,1.9085
2006-02-21,1.9145,1.9595,1.9575,1.963,1.9125,1.893,1.926,1.8995
2006-02-22,1.936,1.9145,1.9595,1.9575,1.963,1.9125,1.893,1.926
2006-02-23,1.895,1.936,1.9145,1.9595,1.9575,1.963,1.9125,1.893
2006-02-24,1.9175,1.895,1.936,1.9145,1.9595,1.9575,1.963,1.9125
2006-02-27,1.9005,1.9175,1.895,1.936,1.9145,1.9595,1.9575,1.963
2006-02-28,1.872,1.9005,1.9175,1.895,1.936,1.9145,1.9595,1.9575
2006-03-01,1.856,1.872,1.9005,1.9175,1.895,1.936,1.9145,1.9595
2006-03-02,1.844,1.856,1.872,1.9005,1.9175,1.895,1.936,1.9145
2006-03-03,1.8605,1.844,1.856,1.872,1.9005,1.9175,1.895,1.936
2006-03-06,1.843,1.8605,1.844,1.856,1.872,1.9005,1.9175,1.895
2006-03-07,1.8465,1.843,1.8605,1.844,1.856,1.872,1.9005,1.9175
2006-03-08,1.8405,1.8465,1.843,1.8605,1.844,1.856,1.872,1.9005
2006-03-09,1.806,1.8405,1.8465,1.843,1.8605,1.844,1.856,1.872
2006-03-10,1.811,1.806,1.8405,1.8465,1.843,1.8605,1.844,1.856
2006-03-13,1.8095,1.811,1.806,1.8405,1.8465,1.843,1.8605,1.844
2006-03-14,1.8455,1.8095,1.811,1.806,1.8405,1.8465,1.843,1.8605
2006-03-15,1.8445,1.8455,1.8095,1.811,1.806,1.8405,1.8465,1.843
2006-03-16,1.8385,1.8445,1.8455,1.8095,1.811,1.806,1.8405,1.8465
2006-03-17,1.7995,1.8385,1.8445,1.8455,1.8095,1.811,1.806,1.8405
2006-03-20,1.8115,1.7995,1.8385,1.8445,1.8455,1.8095,1.811,1.806
2006-03-21,1.796,1.8115,1.7995,1.8385,1.8445,1.8455,1.8095,1.811
2006-03-22,1.8,1.796,1.8115,1.7995,1.8385,1.8445,1.8455,1.8095
2006-03-23,1.784,1.8,1.796,1.8115,1.7995,1.8385,1.8445,1.8455
2006-03-24,1.7735,1.784,1.8,1.796,1.8115,1.7995,1.8385,1.8445
2006-03-27,1.7625,1.7735,1.784,1.8,1.796,1.8115,1.7995,1.8385
2006-03-28,1.7845,1.7625,1.7735,1.784,1.8,1.796,1.8115,1.7995
2006-03-29,1.816,1.7845,1.7625,1.7735,1.784,1.8,1.796,1.8115
2006-03-30,1.8335,1.816,1.7845,1.7625,1.7735,1.784,1.8,1.796
2006-03-31,1.8265,1.8335,1.816,1.7845,1.7625,1.7735,1.784,1.8
2006-04-03,1.807,1.8265,1.8335,1.816,1.7845,1.7625,1.7735,1.784
2006-04-04,1.8385,1.807,1.8265,1.8335,1.816,1.7845,1.7625,1.7735
2006-04-05,1.867,1.8385,1.807,1.8265,1.8335,1.816,1.7845,1.7625
2006-04-06,1.9255,1.867,1.8385,1.807,1.8265,1.8335,1.816,1.7845
2006-04-07,1.8545,1.9255,1.867,1.8385,1.807,1.8265,1.8335,1.816
2006-04-10,1.8305,1.8545,1.9255,1.867,1.8385,1.807,1.8265,1.8335
2006-04-11,1.803,1.8305,1.8545,1.9255,1.867,1.8385,1.807,1.8265
2006-04-12,1.8065,1.803,1.8305,1.8545,1.9255,1.867,1.8385,1.807
2006-04-13,1.831,1.8065,1.803,1.8305,1.8545,1.9255,1.867,1.8385
2006-04-17,1.7635,1.831,1.8065,1.803,1.8305,1.8545,1.9255,1.867
2006-04-18,1.814,1.7635,1.831,1.8065,1.803,1.8305,1.8545,1.9255
2006-04-19,1.8445,1.814,1.7635,1.831,1.8065,1.803,1.8305,1.8545
2006-04-20,1.817,1.8445,1.814,1.7635,1.831,1.8065,1.803,1.8305
2006-04-21,1.8015,1.817,1.8445,1.814,1.7635,1.831,1.8065,1.803
2006-04-24,1.7895,1.8015,1.817,1.8445,1.814,1.7635,1.831,1.8065
2006-04-25,1.7775,1.7895,1.8015,1.817,1.8445,1.814,1.7635,1.831
2006-04-26,1.7895,1.7775,1.7895,1.8015,1.817,1.8445,1.814,1.7635
2006-04-27,1.787,1.7895,1.7775,1.7895,1.8015,1.817,1.8445,1.814
2006-04-28,1.7605,1.787,1.7895,1.7775,1.7895,1.8015,1.817,1.8445
2006-05-01,1.7295,1.7605,1.787,1.7895,1.7775,1.7895,1.8015,1.817
2006-05-02,1.719,1.7295,1.7605,1.787,1.7895,1.7775,1.7895,1.8015
2006-05-03,1.698,1.719,1.7295,1.7605,1.787,1.7895,1.7775,1.7895
2006-05-04,1.7235,1.698,1.719,1.7295,1.7605,1.787,1.7895,1.7775
2006-05-05,1.752,1.7235,1.698,1.719,1.7295,1.7605,1.787,1.7895
2006-05-08,1.7345,1.752,1.7235,1.698,1.719,1.7295,1.7605,1.787
2006-05-09,1.742,1.7345,1.752,1.7235,1.698,1.719,1.7295,1.7605
2006-05-10,1.708,1.742,1.7345,1.752,1.7235,1.698,1.719,1.7295
2006-05-11,1.6765,1.708,1.742,1.7345,1.752,1.7235,1.698,1.719
2006-05-12,1.6365,1.6765,1.708,1.742,1.7345,1.752,1.7235,1.698
2006-05-15,1.639,1.6365,1.6765,1.708,1.742,1.7345,1.752,1.7235
2006-05-16,1.638,1.639,1.6365,1.6765,1.708,1.742,1.7345,1.752
2006-05-17,1.5805,1.638,1.639,1.6365,1.6765,1.708,1.742,1.7345
2006-05-18,1.6305,1.5805,1.638,1.639,1.6365,1.6765,1.708,1.742
2006-05-19,1.697,1.6305,1.5805,1.638,1.639,1.6365,1.6765,1.708
2006-05-22,1.7415,1.697,1.6305,1.5805,1.638,1.639,1.6365,1.6765
2006-05-23,1.688,1.7415,1.697,1.6305,1.5805,1.638,1.639,1.6365
2006-05-24,1.7595,1.688,1.7415,1.697,1.6305,1.5805,1.638,1.639
2006-05-25,1.7815,1.7595,1.688,1.7415,1.697,1.6305,1.5805,1.638
2006-05-26,1.8035,1.7815,1.7595,1.688,1.7415,1.697,1.6305,1.5805
2006-05-30,1.732,1.8035,1.7815,1.7595,1.688,1.7415,1.697,1.6305
2006-05-31,1.7305,1.732,1.8035,1.7815,1.7595,1.688,1.7415,1.697
2006-06-01,1.7535,1.7305,1.732,1.8035,1.7815,1.7595,1.688,1.7415
2006-06-02,1.738,1.7535,1.7305,1.732,1.8035,1.7815,1.7595,1.688
2006-06-05,1.6745,1.738,1.7535,1.7305,1.732,1.8035,1.7815,1.7595
2006-06-06,1.6705,1.6745,1.738,1.7535,1.7305,1.732,1.8035,1.7815
2006-06-07,1.6885,1.6705,1.6745,1.738,1.7535,1.7305,1.732,1.8035
2006-06-08,1.6775,1.6885,1.6705,1.6745,1.738,1.7535,1.7305,1.732
2006-06-09,1.689,1.6775,1.6885,1.6705,1.6745,1.738,1.7535,1.7305
2006-06-12,1.68,1.689,1.6775,1.6885,1.6705,1.6745,1.738,1.7535
2006-06-13,1.6735,1.68,1.689,1.6775,1.6885,1.6705,1.6745,1.738
2006-06-14,1.684,1.6735,1.68,1.689,1.6775,1.6885,1.6705,1.6745
2006-06-15,1.748,1.684,1.6735,1.68,1.689,1.6775,1.6885,1.6705
2006-06-16,1.7545,1.748,1.684,1.6735,1.68,1.689,1.6775,1.6885
2006-06-19,1.7535,1.7545,1.748,1.684,1.6735,1.68,1.689,1.6775
2006-06-20,1.774,1.7535,1.7545,1.748,1.684,1.6735,1.68,1.689
2006-06-21,1.8325,1.774,1.7535,1.7545,1.748,1.684,1.6735,1.68
2006-06-22,1.8185,1.8325,1.774,1.7535,1.7545,1.748,1.684,1.6735
2006-06-23,1.8275,1.8185,1.8325,1.774,1.7535,1.7545,1.748,1.684
2006-06-26,1.8385,1.8275,1.8185,1.8325,1.774,1.7535,1.7545,1.748
2006-06-27,1.824,1.8385,1.8275,1.8185,1.8325,1.774,1.7535,1.7545
2006-06-28,1.835,1.824,1.8385,1.8275,1.8185,1.8325,1.774,1.7535
2006-06-29,1.926,1.835,1.824,1.8385,1.8275,1.8185,1.8325,1.774
2006-06-30,1.934,1.926,1.835,1.824,1.8385,1.8275,1.8185,1.8325
2006-07-03,1.9305,1.934,1.926,1.835,1.824,1.8385,1.8275,1.8185
2006-07-05,1.8555,1.9305,1.934,1.926,1.835,1.824,1.8385,1.8275
2006-07-06,1.84,1.8555,1.9305,1.934,1.926,1.835,1.824,1.8385
2006-07-07,1.8055,1.84,1.8555,1.9305,1.934,1.926,1.835,1.824
2006-07-10,1.7895,1.8055,1.84,1.8555,1.9305,1.934,1.926,1.835
2006-07-11,1.783,1.7895,1.8055,1.84,1.8555,1.9305,1.934,1.926
2006-07-12,1.7315,1.783,1.7895,1.8055,1.84,1.8555,1.9305,1.934
2006-07-13,1.6865,1.7315,1.783,1.7895,1.8055,1.84,1.8555,1.9305
2006-07-14,1.646,1.6865,1.7315,1.783,1.7895,1.8055,1.84,1.8555
2006-07-17,1.6835,1.646,1.6865,1.7315,1.783,1.7895,1.8055,1.84
2006-07-18,1.6745,1.6835,1.646,1.6865,1.7315,1.783,1.7895,1.8055
2006-07-19,1.724,1.6745,1.6835,1.646,1.6865,1.7315,1.783,1.7895
2006-07-20,1.709,1.724,1.6745,1.6835,1.646,1.6865,1.7315,1.783
2006-07-21,1.6595,1.709,1.724,1.6745,1.6835,1.646,1.6865,1.7315
2006-07-24,1.7155,1.6595,1.709,1.724,1.6745,1.6835,1.646,1.6865
2006-07-25,1.6795,1.7155,1.6595,1.709,1.724,1.6745,1.6835,1.646
2006-07-26,1.313,1.6795,1.7155,1.6595,1.709,1.724,1.6745,1.6835
2006-07-27,1.328,1.313,1.6795,1.7155,1.6595,1.709,1.724,1.6745
2006-07-28,1.3585,1.328,1.313,1.6795,1.7155,1.6595,1.709,1.724
2006-07-31,1.3445,1.3585,1.328,1.313,1.6795,1.7155,1.6595,1.709
2006-08-01,1.316,1.3445,1.3585,1.328,1.313,1.6795,1.7155,1.6595
2006-08-02,1.3045,1.316,1.3445,1.3585,1.328,1.313,1.6795,1.7155
2006-08-03,1.3345,1.3045,1.316,1.3445,1.3585,1.328,1.313,1.6795
2006-08-04,1.3645,1.3345,1.3045,1.316,1.3445,1.3585,1.328,1.313
2006-08-07,1.339,1.3645,1.3345,1.3045,1.316,1.3445,1.3585,1.328
2006-08-08,1.318,1.339,1.3645,1.3345,1.3045,1.316,1.3445,1.3585
2006-08-09,1.3105,1.318,1.339,1.3645,1.3345,1.3045,1.316,1.3445
2006-08-10,1.3245,1.3105,1.318,1.339,1.3645,1.3345,1.3045,1.316
2006-08-11,1.3035,1.3245,1.3105,1.318,1.339,1.3645,1.3345,1.3045
2006-08-14,1.3265,1.3035,1.3245,1.3105,1.318,1.339,1.3645,1.3345
